,NGRAM_TFIDF_RF,DATA_LABEL,DATA_TYPE,WORD_TFIFD_RF,CHAR_NGRAM_TFIDF_RF,WC_RF,EXP,N
19,0.9142857142857143,1641,SPEAKERS,0.9411764705882353,0.8823529411764706,0.9411764705882353,TB_NONTB,690
0,0.85,1683,SPEAKERS,0.9142857142857143,0.8823529411764706,0.8823529411764706,TB_NONTB,716
1,0.7272727272727272,1683,SPEAKERS,0.7741935483870968,0.7741935483870968,0.7741935483870968,TB_NONTB,716
2,0.7567567567567567,1683,SPEAKERS,0.75,0.7741935483870968,0.7741935483870968,TB_NONTB,716
3,0.9142857142857143,1683,SPEAKERS,0.9090909090909091,0.9090909090909091,0.9090909090909091,TB_NONTB,716
4,0.8108108108108109,1683,SPEAKERS,0.8387096774193548,0.8750000000000001,0.8125000000000001,TB_NONTB,716
5,0.8333333333333334,1683,SPEAKERS,0.823529411764706,0.823529411764706,0.823529411764706,TB_NONTB,716
6,0.8484848484848485,1683,SPEAKERS,0.8484848484848485,0.8484848484848485,0.8484848484848485,TB_NONTB,716
7,0.972972972972973,1683,SPEAKERS,0.972972972972973,0.9473684210526316,0.972972972972973,TB_NONTB,716
8,0.8571428571428571,1683,SPEAKERS,0.9090909090909091,0.8823529411764706,0.8571428571428571,TB_NONTB,716
9,0.8421052631578948,1683,SPEAKERS,0.9142857142857143,0.9142857142857143,0.9142857142857143,TB_NONTB,716
10,0.9,1683,SPEAKERS,0.972972972972973,0.972972972972973,0.972972972972973,TB_NONTB,716
